,movie_id,movie,genre
8572,0112570,"Boys Life: Three Stories of Love, Lust, and Liberation (1994)",Drama
8573,0112571,Boys on the Side (1995),Comedy|Drama
8574,0112572,The Brady Bunch Movie (1995),Comedy
8575,0112573,Braveheart (1995),Biography|Drama|History|War
8576,0112579,The Bridges of Madison County (1995),Drama|Romance
8577,0112585,The Brothers McMullen (1995),Comedy|Drama|Romance
8578,0112602,Bushwhacked (1995),Adventure|Comedy|Crime|Family|Mystery
8579,0112604,Butterfly Kiss (1995),Comedy|Drama|Romance|Thriller
8580,0112606,Bye Bye Love (1995),Comedy
8581,0112609,Caballos salvajes (1995),Comedy|Drama|Romance
8582,0112611,Cafe Society (1995),Drama|Mystery
8583,0112619,El Callejón de los Milagros (1995),Drama
8584,0112625,Candyman: Farewell to the Flesh (1995),Horror
8585,0112631,Carl Th. Dreyer: Min metier (1995),Documentary|Biography
8586,0112634,Carnosaur 2 (1995),Action|Horror|Sci-Fi
8587,0112637,Carrington (1995),Biography|Drama|Romance
8588,0112641,Casino (1995),Crime|Drama
8589,0112642,Casper (1995),Comedy|Family|Fantasy
8590,0112651,The Celluloid Closet (1995),Documentary|History
8591,0112679,Circle of Friends (1995),Drama|Romance
8592,0112682,La cité des enfants perdus (1995),Fantasy|Sci-Fi
8593,0112685,"Class of Nuke 'Em High Part 3: The Good, the Bad and the Subhumanoid (1994)",Action|Comedy|Horror|Sci-Fi
8594,0112688,Clockers (1995),Crime|Drama|Mystery
8595,0112690,Clockwork Mice (1995),Drama
8596,0112691,Wallace and Gromit in A Close Shave (1995),Animation|Short|Comedy|Crime|Family
8597,0112697,Clueless (1995),Comedy|Romance
8598,0112702,Coldblooded (1995),Action|Comedy|Thriller
8599,0112714,Le confessionnal (1995),Drama|Mystery|Thriller
8600,0112715,Congo (1995),Action|Adventure|Mystery|Sci-Fi
8601,0112722,Copycat (1995),Drama|Mystery|Thriller
8602,0112740,Crimson Tide (1995),Action|Drama|Thriller|War
8603,0112744,The Crossing Guard (1995),Drama|Thriller
8604,0112750,Crying Freeman (1995),Action|Crime|Thriller
8605,0112757,The Cure (1995),Drama
8606,0112760,Cutthroat Island (1995),Action|Adventure|Comedy
8607,0112767,Xích lô (1995),Crime|Drama
8608,0112769,La cérémonie (1995),Crime|Drama|Mystery|Thriller
8609,0112792,Dangerous Minds (1995),Biography|Drama
8610,0112817,Dead Man (1995),Drama|Fantasy|Western
8611,0112818,Dead Man Walking (1995),Crime|Drama
8612,0112819,Dead Presidents (1995),Action|Crime|Drama|Thriller|War
8613,0112851,Desperado (1995),Action|Thriller
8614,0112857,Devil in a Blue Dress (1995),Crime|Drama|Mystery|Thriller
8615,0112864,Die Hard: With a Vengeance (1995),Action|Adventure|Thriller
8616,0112870,Dilwale Dulhania Le Jayenge (1995),Drama|Romance
8617,0112883,Don Juan DeMarco (1994),Comedy|Drama|Romance
8618,0112886,The Donor (1995),Action|Thriller
8619,0112887,The Doom Generation (1995),Action|Comedy|Crime|Drama|Thriller
8620,0112895,Dr. Jekyll and Ms. Hyde (1995),Comedy|Romance
8621,0112896,Dracula: Dead and Loving It (1995),Comedy|Fantasy|Horror
8622,0112913,Do lok tin si (1995),Comedy|Crime|Drama|Romance
8623,0112922,El día de la bestia (1995),Action|Comedy|Crime|Horror|Thriller
8624,0112942,Electra (1996),Action|Sci-Fi|Thriller
8625,0112945,Élisa (1995),Drama
8626,0112950,Empire Records (1995),Comedy|Drama|Music|Romance
8627,0112966,The Englishman Who Went Up a Hill But Came Down a Mountain (1995),Comedy|Drama
8628,0112980,Un eroe borghese (1995),Crime|Drama|Thriller
8629,0113010,Fair Game (1995),Action|Crime|Romance|Thriller
8630,0113041,Father of the Bride Part II (1995),Comedy|Family|Romance
8631,0113071,First Knight (1995),Action|Adventure|Romance
8632,0113074,Fist of the North Star (1995),Action|Fantasy|Sci-Fi|Thriller
8633,0113080,Flirt (1995),Drama|Romance
8634,0113083,La flor de mi secreto (1995),Drama
8635,0113089,Fluke (1995),Drama|Family|Fantasy
8636,0113097,Forget Paris (1995),Comedy|Romance
8637,0113101,Four Rooms (1995),Comedy
8638,0113114,Free Willy 2: The Adventure Home (1995),Adventure|Drama|Family
8639,0113117,French Kiss (1995),Comedy|Drama|Romance
8640,0113118,Friday (1995),Comedy|Drama
8641,0113133,Funny Bones (1995),Comedy|Drama
8642,0113141,Galgameth (1996),Adventure|Family|Fantasy
8643,0113142,Gamera daikaijû kuchu kessen (1995),Action|Adventure|Drama|Fantasy|Thriller
8644,0113161,Get Shorty (1995),Comedy|Crime|Thriller
8645,0113187,Gojira vs. Desutoroiâ (1995),Action|Horror|Sci-Fi
8646,0113189,GoldenEye (1995),Action|Adventure|Thriller
8647,0113194,Gonin (1995),Action|Drama|Crime
8648,0113198,A Goofy Movie (1995),Animation|Adventure|Comedy|Family|Musical|Romance
8649,0113211,The Grass Harp (1995),Drama|Comedy
8650,0113228,Grumpier Old Men (1995),Comedy|Romance
8651,0113241,Habit (1995),Drama|Horror|Romance
8652,0113243,Hackers (1995),Comedy|Crime|Drama|Thriller
8653,0113247,La haine (1995),Crime|Drama
8654,0113253,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
8655,0113269,Haunted (1995),Drama|Horror
8656,0113277,Heat (1995),Crime|Drama|Thriller
8657,0113280,Heavy (1995),Drama|Romance
8658,0113281,Hei tai yang: Nan Jing da tu sha (1995),Drama|History|War
8659,0113303,Hideaway (1995),Fantasy|Horror|Thriller
8660,0113305,Higher Learning (1995),Crime|Drama|Romance|Sport|Thriller
8661,0113313,Hollow Point (1996),Action|Comedy|Crime
8662,0113321,Home for the Holidays (1995),Comedy|Drama|Romance
8663,0113326,Hung fan kui (1995),Action|Comedy|Crime|Thriller
8664,0113347,How to Make an American Quilt (1995),Comedy|Drama|Romance
8665,0113360,The Hunted (1995),Action|Drama|Thriller
8666,0113362,Le hussard sur le toit (1995),Adventure|Drama|Romance|War
8667,0113375,I.D. (1995),Crime|Drama
8668,0113376,Ice Cream Man (1995),Comedy|Horror|Thriller
8669,0113409,In the Mouth of Madness (1994),Drama|Horror|Mystery|Thriller
8670,0113419,The Indian in the Cupboard (1995),Drama|Family|Fantasy
8671,0113425,The Innocent Sleep (1996),Crime|Drama|Thriller
8672,0113436,Io no spik inglish (1995),Comedy
8673,0113438,Iron Eagle IV (1995),Action|Drama
8674,0113442,It Takes Two (1995),Comedy|Family|Romance
8675,0113448,Jack & Sarah (1995),Comedy|Drama|Romance
8676,0113449,Jack-O (1995),Horror
8677,0113451,Jade (1995),Crime|Drama|Thriller
8678,0113464,Jeffrey (1995),Comedy|Drama
8679,0113469,Jetzt leben - Juden in Berlin (1995),Documentary
8680,0113475,Jin yu man tang (1995),Comedy|Romance
8681,0113481,Johnny Mnemonic (1995),Action|Drama|Sci-Fi|Thriller
8682,0113490,The Journey of August King (1995),Drama
8683,0113492,Judge Dredd (1995),Action|Crime|Sci-Fi|Thriller
8684,0113497,Jumanji (1995),Adventure|Comedy|Family|Fantasy
8685,0113500,Jury Duty (1995),Comedy
8686,0113501,Just Cause (1995),Action|Crime|Drama|Mystery|Thriller
8687,0113523,Kamikaze takushî (1995),Action
8688,0113537,Kicking and Screaming (1995),Comedy|Drama|Romance
8689,0113538,A Kid in King Arthur's Court (1995),Adventure|Comedy|Family|Fantasy|Romance
8690,0113540,Kids (1995),Drama
8691,0113542,Killer: A Journal of Murder (1995),Biography|Crime|Drama|Romance|Thriller
8692,0113552,Kiss of Death (1995),Action|Crime|Thriller
8693,0113568,Kôkaku Kidôtai (1995),Animation|Action|Crime|Drama|Mystery|Sci-Fi|Thriller
8694,0113576,Kristin Lavransdatter (1995),Drama
8695,0113581,Kun en pige (1995),Biography
8696,0113613,The Last Supper (1995),Comedy|Crime|Drama|Thriller
8697,0113617,Last of the Dogmen (1995),Adventure|Western
8698,0113627,Leaving Las Vegas (1995),Drama|Romance
8699,0113634,Midnight in Saint Petersburg (1996),Thriller
8700,0113649,Libertarias (1996),Drama|History|War
8701,0113651,Lie huo zhan che (1995),Action|Drama
8702,0113670,A Little Princess (1995),Drama|Family|Fantasy
8703,0113672,Liu mang yi sheng (1995),Comedy
8704,0113674,Live Nude Girls (1995),Comedy
8705,0113677,Living in Oblivion (1995),Comedy|Drama
8706,0113682,Loch Ness (1996),Adventure|Drama|Fantasy|Mystery|Romance
8707,0113690,Lord of Illusions (1995),Horror|Mystery|Thriller
8708,0113691,Losing Isaiah (1995),Drama
8709,0113703,Love Letter (1995),Drama|Romance
8710,0113718,Lumière et compagnie (1995),Documentary
8711,0113720,Lust och fägring stor (1995),Drama|Romance|War
8712,0113725,Maboroshi no hikari (1995),Drama
8713,0113729,Mad Love (1995),Drama|Romance
8714,0113737,Magic in the Water (1995),Adventure|Family|Fantasy
8715,0113749,Mallrats (1995),Comedy|Romance
8716,0113755,Man of the House (1995),Comedy|Family
8717,0113762,The Mangler (1995),Horror|Mystery
8718,0113799,Memorîzu (1995),Animation|Fantasy|Sci-Fi|Thriller
8719,0113808,Miami Rhapsody (1995),Comedy
8720,0113819,Mighty Aphrodite (1995),Comedy|Fantasy|Romance
8721,0113820,Mighty Morphin Power Rangers: The Movie (1995),Action|Adventure|Family|Sci-Fi|Thriller
8722,0113824,Mimi wo sumaseba (1995),Animation|Drama|Family|Music|Romance
8723,0113845,Money Train (1995),Action|Comedy|Crime|Drama|Thriller
8724,0113855,Mortal Kombat (1995),Action|Adventure|Fantasy|Sci-Fi|Thriller
8725,0113858,Mosquito (1995),Horror|Sci-Fi
8726,0113862,Mr. Holland's Opus (1995),Drama|Music
8727,0113870,Murder in the First (1995),Drama|Thriller
8728,0113896,My Family (1995),Drama
8729,0113918,Nadie hablará de nosotras cuando hayamos muerto (1995),Drama
8730,0113936,National Lampoon's Senior Trip (1995),Adventure|Comedy
8731,0113947,Nelly et Mr. Arnaud (1995),Drama
8732,0113957,The Net (1995),Action|Crime|Drama|Mystery|Thriller
8733,0113967,New Jersey Drive (1995),Crime|Drama
8734,0113972,Nick of Time (1995),Action|Crime|Drama|Thriller
8735,0113973,Nico Icon (1995),Documentary|Biography|Music
8736,0113986,Nine Months (1995),Comedy|Romance
8737,0113987,Nixon (1995),Biography|Drama|History
8738,0113991,No One Could Protect Her (1996),Biography|Crime|Drama
8739,0113992,No te mueras sin decirme adónde vas (1995),Drama|Fantasy|Romance
8740,0113999,One Tough Bastard (1996),Action|Thriller
8741,0114004,Not of This Earth (1995),Sci-Fi
8742,0114008,Nothing to Lose (1995),Drama
8743,0114011,Now and Then (1995),Comedy|Drama|Romance
8744,0114038,On Your Mark (1995),Animation|Short|Music|Sci-Fi
8745,0114048,Operation Dumbo Drop (1995),Action|Adventure|Comedy|Drama|Family|War
8746,0114055,Osobennosti natsionalnoy okhoty (1995),Comedy
8747,0114057,Othello (1995),Drama|Romance
8748,0114069,Outbreak (1995),Action|Drama|Thriller
8749,0114070,The Outpost (1995),Horror|Sci-Fi
8750,0114084,Panther (1995),Drama
8751,0114086,Al di là delle nuvole (1995),Drama|Romance
8752,0114113,The Perez Family (1995),Comedy|Romance|Drama
8753,0114117,Persuasion (1995),Drama|Romance
8754,0114126,Pik lik for (1995),Action|Crime|Thriller
8755,0114134,The Pillow Book (1996),Drama
8756,0114148,Pocahontas (1995),Animation|Adventure|Drama|Family|Musical|Romance
8757,0114168,Powder (1995),Drama|Fantasy|Mystery|Sci-Fi|Thriller
8758,0114193,Project: Metalbeast (1995),Horror|Sci-Fi
8759,0114194,The Prophecy (1995),Action|Crime|Drama|Fantasy|Horror|Mystery|Thriller
8760,0114214,The Quick and the Dead (1995),Action|Romance|Thriller|Western
8761,0114231,Ram Jaane (1995),Action|Crime|Drama
8762,0114272,Restoration (1995),Biography|Drama|History|Romance
8763,0114279,Richard III (1995),Drama|Sci-Fi|War
8764,0114287,Rob Roy (1995),Adventure|Biography|Drama|History
8765,0114296,Roommates (1995),Comedy|Drama
8766,0114306,Rumpelstiltskin (1995),Comedy|Fantasy|Horror
8767,0114319,Sabrina (1995),Comedy|Drama|Romance
8768,0114323,Safe (1995),Drama
8769,0114329,Salaam Cinema (1995),Documentary|Comedy|Drama
8770,0114345,The Scarlet Letter (1995),Drama|Romance
8771,0114367,Screamers (1995),Horror|Sci-Fi|Thriller
8772,0114369,Se7en (1995),Crime|Drama|Mystery|Thriller
8773,0114373,El secdleto de la tlompeta (1995),Short|Comedy
8774,0114388,Sense and Sensibility (1995),Drama|Romance
8775,0114432,The Shooter (1995),Action|Drama|Crime
8776,0114436,Showgirls (1995),Drama
8777,0114448,Silent Hunter (1995),Action
8778,0114478,Smoke (1995),Comedy|Drama
8779,0114489,Soldier Boyz (1995),Action|Drama|Thriller|War
8780,0114496,Something to Talk About (1995),Comedy|Drama|Romance
8781,0114508,Species (1995),Action|Horror|Sci-Fi|Thriller
8782,0114550,Stonewall (1995),Comedy|Drama|Romance
8783,0114558,Strange Days (1995),Action|Crime|Drama|Sci-Fi|Thriller
8784,0114563,Sutorîto Faitâ II gekijô-ban (1994),Animation|Action|Adventure|Fantasy|Sci-Fi
8785,0114576,Sudden Death (1995),Action|Crime|Thriller
8786,0114578,Sukiyaki (1995),
8787,0114594,Swimming with Sharks (1994),Comedy|Crime
8788,0114597,Synthetic Pleasures (1995),Documentary
8789,0114608,Tales from the Crypt: Demon Knight (1995),Action|Fantasy|Horror|Thriller
8790,0114609,Tales from the Hood (1995),Crime|Horror|Thriller
8791,0114614,Tank Girl (1995),Action|Comedy|Sci-Fi
8792,0114622,North Star (1996),Action|Adventure|Crime|Drama|Western
8793,0114651,Terra Estrangeira (1996),Action|Crime|Drama
8794,0114660,Things to Do in Denver When You're Dead (1995),Crime|Drama
8795,0114671,Land and Freedom (1995),Drama|War
8796,0114681,To Die For (1995),Comedy|Crime|Drama|Thriller
8797,0114682,"To Wong Foo Thanks for Everything, Julie Newmar (1995)",Comedy|Drama
8798,0114694,Tommy Boy (1995),Adventure|Comedy
8799,0114697,Top Dog (1995),Action|Comedy|Crime|Thriller
8800,0114701,Tot ziens (1995),Drama
8801,0114702,Total Eclipse (1995),Biography|Drama|Romance
8802,0114709,Toy Story (1995),Animation|Adventure|Comedy|Family|Fantasy
8803,0114732,Les trois frères (1995),Comedy
8804,0114733,Tromeo and Juliet (1996),Action|Comedy|Drama|Fantasy|Romance
8805,0114746,Twelve Monkeys (1995),Mystery|Sci-Fi|Thriller
8806,0114781,Under Siege 2: Dark Territory (1995),Action|Thriller
8807,0114783,Under the Gun (1995),Action
8808,0114787,Underground (1995),Comedy|Drama|War
8809,0114788,Underneath (1995),Crime|Thriller
8810,0114790,Une femme française (1995),Drama|Romance
8811,0114808,L'uomo delle stelle (1995),Drama|Romance
8812,0114814,The Usual Suspects (1995),Crime|Mystery|Thriller
8813,0114820,Vacanze di Natale '95 (1995),Comedy
8814,0114825,Vampire in Brooklyn (1995),Comedy|Fantasy|Horror|Romance
8815,0114844,Viaggi di nozze (1995),Comedy
8816,0114852,Village of the Damned (1995),Horror|Sci-Fi|Thriller
8817,0114857,Virtuosity (1995),Action|Crime|Sci-Fi|Thriller
8818,0114863,To vlemma tou Odyssea (1995),Drama|War
8819,0114885,Waiting to Exhale (1995),Comedy|Drama|Romance
8820,0114887,A Walk in the Clouds (1995),Drama|Romance
8821,0114894,War Stories (1995),Documentary|Romance|War
8822,0114898,Waterworld (1995),Action|Adventure|Sci-Fi|Thriller
8823,0114906,Welcome to the Dollhouse (1995),Comedy|Drama
8824,0114924,While You Were Sleeping (1995),Comedy|Drama|Romance
8825,0114930,"Who's Counting? Marilyn Waring on Sex, Lies and Global Economics (1995)",Documentary
8826,0114938,Wild Bill (1995),Action|Biography|Western
8827,0114941,Wild Side (1995),Action|Thriller
8828,0115012,"Yao a yao, yao dao wai po qiao (1995)",Crime|Drama|History|Romance|Thriller
8829,0115016,Ye ban ge sheng (1995),Drama|Music|Romance
8830,0115040,Záhrada (1995),Comedy
8831,0115433,101 Dalmatians (1996),Adventure|Comedy|Crime|Family
8832,0115438,2 Days in the Valley (1996),Comedy|Crime|Thriller
8833,0115472,The Adventures of Pinocchio (1996),Adventure|Drama|Family|Fantasy|Musical
8834,0115479,Sostiene Pereira (1995),Drama
8835,0115487,Airbag (1997),Action|Comedy|Crime|Thriller
8836,0115495,Albino Alligator (1996),Crime|Drama|Thriller
8837,0115530,American Buffalo (1996),Drama
8838,0115561,L'appartement (1996),Drama|Mystery|Romance
8839,0115571,The Arrival (1996),Sci-Fi|Thriller
8840,0115580,The Associate (1996),Comedy
8841,0115610,Bad Moon (1996),Horror
8842,0115624,Barb Wire (1996),Action|Sci-Fi
8843,0115632,Basquiat (1996),Biography|Drama
8844,0115639,Beautiful Girls (1996),Comedy|Drama|Romance
8845,0115640,Beautiful Thing (1996),Comedy|Drama|Romance
8846,0115641,Beavis and Butt-Head Do America (1996),Animation|Adventure|Comedy|Crime|Music
8847,0115644,Bed of Roses (1996),Romance|Drama
8848,0115645,Before and After (1996),Crime|Drama|Mystery
8849,0115647,Behind Enemy Lines (1997),Action|Thriller
8850,0115658,Bernie (1996),Comedy
8851,0115665,Sip si 32 dou (1996),Action|Drama|Thriller
8852,0115678,Big Night (1996),Drama|Romance
8853,0115683,Bio-Dome (1996),Comedy
8854,0115685,The Birdcage (1996),Comedy
8855,0115693,Hak hap (1996),Action|Adventure|Comedy|Crime|Sci-Fi|Thriller
8856,0115697,Black Sheep (1996),Comedy
8857,0115710,Blood and Wine (1996),Crime|Drama|Thriller
8858,0115725,Bogus (1996),Comedy|Family|Fantasy
8859,0115734,Bottle Rocket (1996),Comedy|Crime|Drama
8860,0115736,Bound (1996),Crime|Romance|Thriller
8861,0115738,Box of Moon Light (1996),Comedy|Drama
8862,0115741,Boyfriends (1996),Comedy
8863,0115744,Brassed Off (1996),Comedy|Drama|Romance
8864,0115751,Breaking the Waves (1996),Drama
8865,0115759,Broken Arrow (1996),Action|Adventure|Thriller
8866,0115766,The Bruce (1996),Biography|Drama|History
8867,0115781,Bullet (1996),Action|Crime|Drama
8868,0115783,Bulletproof (1996),Action|Comedy|Crime
8869,0115798,The Cable Guy (1996),Comedy|Drama|Thriller
8870,0115813,Campfire Tales (1997),Horror
8871,0115819,Alferd Packer: The Musical (1993),Biography|Comedy|Musical|Thriller|Western
8872,0115834,Carnosaur 3: Primal Species (1996),Action|Horror|Sci-Fi
8873,0115836,Carpool (1996),Comedy
8874,0115851,Celtic Pride (1996),Comedy|Sport
8875,0115856,Chacun cherche son chat (1996),Comedy|Romance
8876,0115857,Chain Reaction (1996),Action|Drama|Sci-Fi|Thriller
8877,0115862,The Chamber (1996),Crime|Drama
8878,0115886,Children of the Revolution (1996),Comedy|Drama|Romance
8879,0115906,Citizen Ruth (1996),Comedy|Drama
8880,0115907,City Hall (1996),Drama
8881,0115940,Conte d'été (1996),Comedy|Drama|Romance
8882,0115951,Cosi (1996),Comedy|Drama|Music|Romance
8883,0115956,Courage Under Fire (1996),Action|Drama|Mystery|Thriller|War
8884,0115960,Coyote Run (1996),Action|Adventure
8885,0115963,The Craft (1996),Drama|Fantasy|Horror|Thriller
8886,0115964,Crash (1996),Drama
8887,0115986,The Crow: City of Angels (1996),Action|Crime|Fantasy|Thriller
8888,0115988,The Crucible (1996),Drama|History
8889,0115999,Um Céu de Estrelas (1996),Drama
8890,0116000,D3: The Mighty Ducks (1996),Action|Comedy|Drama|Family|Sport
8891,0116032,Darkdrive (1997),Action|Sci-Fi
8892,0116040,Daylight (1996),Action|Adventure|Drama|Thriller
8893,0116041,The Daytrippers (1996),Comedy|Drama
8894,0116059,Dear God (1996),Comedy
8895,0116075,The Dentist (1996),Horror
8896,0116095,Diabolique (1996),Drama|Horror|Mystery|Thriller
8897,0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime
8898,0116130,Down Periscope (1996),Comedy
8899,0116136,DragonHeart (1996),Action|Adventure|Fantasy
8900,0116138,Drawing Flies (1996),Comedy
8901,0116147,Drive (1997),Action|Adventure|Sci-Fi|Comedy
8902,0116151,Dunston Checks In (1996),Comedy|Adventure|Family
8903,0116163,Yi boh lai beng duk (1996),Comedy|Crime|Horror|Thriller
8904,0116164,Echte Kerle (1996),Comedy|Crime|Romance
8905,0116165,Ed (1996),Comedy|Family|Sport
8906,0116168,Eddie (1996),Comedy|Sport
8907,0116188,Ellinors bröllop (1996),Romance
8908,0116191,Emma (1996),Comedy|Drama|Romance
8909,0116209,The English Patient (1996),Drama|Romance|War
8910,0116213,Eraser (1996),Action|Drama|Mystery|Thriller
8911,0116225,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
8912,0116231,Eskiya (1996),Crime|Drama|Thriller
8913,0116233,Esposados (1996),Comedy|Short
8914,0116240,The Evening Star (1996),Comedy|Drama|Romance
8915,0116242,Everyone Says I Love You (1996),Comedy|Musical|Romance
8916,0116247,Evil Ed (1995),Comedy|Horror
8917,0116250,Evita (1996),Biography|Drama|History|Musical
8918,0116253,Critical Decision (1996),Action|Adventure|Thriller
8919,0116257,Exit in Red (1996),Thriller|Drama|Romance
8920,0116259,Extreme Measures (1996),Crime|Drama|Mystery|Thriller
8921,0116260,Eye for an Eye (1996),Crime|Drama|Thriller
8922,0116275,A Family Thing (1996),Comedy|Drama
8923,0116277,The Fan (1996),Action|Drama|Sport|Thriller
8924,0116279,Fantozzi - Il ritorno (1996),Comedy
8925,0116282,Fargo (1996),Crime|Drama|Thriller
8926,0116287,Fear (1996),Drama|Thriller
8927,0116289,Feeling Minnesota (1996),Comedy|Crime|Drama|Romance
8928,0116298,Fetishes (1996),Documentary
8929,0116300,Few of Us (1996),Drama
8930,0116308,Fire (1996),Drama|Romance
8931,0116311,First Kid (1996),Family|Comedy
8932,0116312,Fei hu (1996),Drama|Action
8933,0116313,The First Wives Club (1996),Comedy
8934,0116320,Fled (1996),Action|Adventure|Crime|Drama|Romance
8935,0116324,Flirting with Disaster (1996),Comedy
8936,0116329,Fly Away Home (1996),Adventure|Drama|Family
8937,0116353,Foxfire (1996),Drama
8938,0116361,Freeway (1996),Comedy|Crime|Drama|Thriller
8939,0116365,The Frighteners (1996),Comedy|Fantasy|Horror
8940,0116367,From Dusk Till Dawn (1996),Action|Crime|Horror
8941,0116384,Gabbeh (1996),Drama|Mystery|Romance
8942,0116390,Gamera 2: Region shurai (1996),Action|Fantasy|Sci-Fi
8943,0116404,Get on the Bus (1996),Drama|History
8944,0116409,The Ghost and the Darkness (1996),Adventure|Drama|Thriller
8945,0116410,Ghosts of Mississippi (1996),Drama|History
8946,0116421,The Glimmer Man (1996),Action|Comedy|Crime|Drama|Thriller
8947,0116422,Glory Daze (1995),Comedy
8948,0116426,Sik san (1996),Action|Comedy|Fantasy
8949,0116447,Gray's Anatomy (1996),Comedy|Drama
8950,0116448,The Great White Hype (1996),Comedy|Sport
8951,0116477,Hamlet (1996),Drama
8952,0116481,Hands on a Hard Body: The Documentary (1997),Documentary
8953,0116483,Happy Gilmore (1996),Comedy|Sport
8954,0116488,Hard Core Logo (1996),Comedy|Drama|Music
8955,0116493,Harriet the Spy (1996),Comedy|Drama|Family
8956,0116502,Head Above Water (1996),Comedy|Thriller
8957,0116514,Hellraiser: Bloodline (1996),Horror|Sci-Fi
8958,0116516,Henry II: Portrait of a Serial Killer (1996),Crime|Horror|Thriller
8959,0116552,Homeward Bound II: Lost in San Francisco (1996),Adventure|Comedy|Family|Romance
8960,0116571,House Arrest (1996),Comedy|Family
8961,0116581,Le huitième jour (1996),Comedy|Drama
8962,0116583,The Hunchback of Notre Dame (1996),Animation|Drama|Family|Musical|Romance
8963,0116594,I Shot Andy Warhol (1996),Biography|Drama
8964,0116604,Idiot Box (1996),Comedy|Crime|Drama
8965,0116606,If Lucy Fell (1996),Comedy|Romance
8966,0116621,In Love and War (1996),Biography|Drama|Romance|War
8967,0116629,Independence Day (1996),Action|Adventure|Sci-Fi
8968,0116630,Indian (1996),Action|Drama|Thriller
8969,0116635,Infinity (1996),Biography|Drama
8970,0116650,Irma Vep (1996),Comedy|Drama
8971,0116654,The Island of Dr. Moreau (1996),Horror|Sci-Fi|Thriller
8972,0116669,Jack (1996),Comedy|Drama|Fantasy
8973,0116676,Le jaguar (1996),Adventure|Comedy
8974,0116683,James and the Giant Peach (1996),Animation|Adventure|Family|Fantasy|Musical
8975,0116684,Jane Eyre (1996),Drama|Romance
8976,0116695,Jerry Maguire (1996),Comedy|Drama|Romance|Sport
8977,0116704,Ging chaat goo si 4: Ji gaan daan yam mo (1996),Action|Adventure|Comedy|Crime|Drama|Thriller
8978,0116705,Jingle All the Way (1996),Comedy|Family
8979,0116707,Joe's Apartment (1996),Comedy|Fantasy|Musical|Sci-Fi
8980,0116714,Johns (1996),Drama|Romance
8981,0116722,Jude (1996),Drama|Romance
8982,0116731,The Juror (1996),Drama|Thriller
8983,0116736,Jägarna (1996),Crime|Thriller
8984,0116743,Kama Sutra: A Tale of Love (1996),Crime|Drama|History|Romance
8985,0116745,Kansas City (1996),Crime|Drama|Music|Thriller
8986,0116752,Kauas pilvet karkaavat (1996),Comedy|Drama
8987,0116756,Kazaam (1996),Comedy|Family|Fantasy|Musical
8988,0116763,Khamoshi: The Musical (1996),Drama|Musical|Romance
8989,0116767,Kizzu ritân (1996),Crime|Drama|Sport
8990,0116778,Kingpin (1996),Comedy|Sport
8991,0116790,Kolja (1996),Comedy|Drama|Music
8992,0116804,Krzysztof Kieslowski: I'm So-So... (1998),Documentary|Biography
8993,0116823,Larger Than Life (1996),Comedy|Family
8994,0116827,Last Dance (1996),Drama|Thriller
8995,0116830,Last Man Standing (1996),Action|Crime|Drama|Thriller
8996,0116839,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
8997,0116845,The Leading Man (1996),Drama|Romance|Thriller
8998,0116848,The Legend of Gator Face (1996),Adventure|Comedy|Horror
8999,0116851,Leila (1997),Drama|Family|Romance
9000,0116882,Lilies - Les feluettes (1996),Crime|Drama|Fantasy|Mystery|Romance
9001,0116886,The Line King: The Al Hirschfeld Story (1996),Documentary|Biography
9002,0116905,Lone Star (1996),Drama|Mystery
9003,0116908,The Long Kiss Goodnight (1996),Action|Crime|Drama|Mystery|Thriller
9004,0116922,Lost Highway (1997),Mystery|Thriller
9005,0116930,Love Serenade (1996),Comedy|Crime|Drama|Romance
9006,0116950,Maachis (1996),Action|Crime|Drama
9007,0116962,Ma jiang (1996),Comedy|Drama
9008,0116996,Mars Attacks! (1996),Comedy|Sci-Fi
9009,0116999,Marvin's Room (1996),Drama
9010,0117002,Mary Reilly (1996),Drama|Horror|Romance|Thriller
9011,0117003,Mask of Death (1996),Action|Crime|Thriller
9012,0117008,Matilda (1996),Comedy|Family|Fantasy
9013,0117011,Maximum Risk (1996),Action|Crime|Mystery|Romance|Thriller
9014,0117038,Michael (1996),Comedy|Drama|Fantasy
9015,0117039,Michael Collins (1996),Biography|Drama|Thriller|War
9016,0117040,Microcosmos: Le peuple de l'herbe (1996),Documentary
9017,0117056,Ayneh (1997),Drama
9018,0117057,The Mirror Has Two Faces (1996),Comedy|Drama|Romance
9019,0117060,Mission: Impossible (1996),Action|Adventure|Thriller
9020,0117070,Mojave Moon (1996),Comedy|Romance|Thriller
9021,0117089,Mosura (1996),Action|Adventure|Family
9022,0117091,Mother (1996),Comedy|Drama
9023,0117093,Mother Night (1996),Drama|Romance|War
9024,0117102,Mr. Wrong (1996),Comedy
9025,0117104,Mrs. Winterbourne (1996),Comedy|Drama|Romance
9026,0117107,Mulholland Falls (1996),Crime|Drama|Mystery|Thriller
9027,0117108,Multiplicity (1996),Comedy|Romance|Sci-Fi
9028,0117110,Muppet Treasure Island (1996),Action|Adventure|Comedy|Family|Musical|Romance
